epoch,DataReconstruction,DataStripping,MCMerge,MCReconstruction,MCSimulation,MCStripping,Merge,Turbo,WGProduction,test,unknown,user
1451520000,0.0,0.0,0.0822916666667,240.165277833,32787.9809962,144.692838065,126.871181183,0.0,0.0130844907407,0.0,0.0,972.837504195
1451692800,0.0,0.0,0.138628472222,507.061236605,43969.9341131,142.583423908,77.8006757619,0.0,0.0,0.0,0.0,161.090713386
1451865600,0.0,0.0,0.177643242534,400.927898567,51793.6374182,209.511571349,49.0168136254,0.0,0.00315393518519,0.0,0.0,1096.17820695
1452038400,0.0,0.0,0.127050044503,205.692858373,15437.8401319,169.687883,30.7327783,0.0,0.0,0.0,0.0,2145.99293654
1452211200,2.34600694444,0.0,0.202893518519,168.943454206,1084.08241992,5.23338860398,28.0070243658,0.0,0.0,0.0,0.0,2121.78802307
1452384000,0.0,0.0,0.0,42.6527609653,90.6996285435,0.0373568707901,9.73771453704,0.0,0.0,0.0,0.0,3479.36964092
1452556800,0.0,0.0,0.00386574074074,48.9692576039,6338.56469533,1.58421295959,11.3215156451,0.0,0.0,0.0,0.0,2916.46234824
1452729600,0.0,0.0,0.108252314815,112.992953954,13518.8690323,9.3732696793,7.51863895586,0.0,0.00697337962963,0.0,0.0,6338.11582858
1452902400,0.0,0.0,0.0,332.608761651,18446.3012386,0.0,4.35013625725,0.0,0.0,0.0,0.0,2940.62749827
1453075200,0.0,0.0,2.0291087963,617.197094072,12878.8896581,1.18467983811,4.32636249087,0.0,0.0,14.5950173611,0.0,3352.3667406
1453248000,0.0,7.62470486111,1.24880932595,374.056086194,17626.8699892,0.584067144992,6.15208915003,0.0,0.0,0.0,0.0,5702.71038901
1453420800,0.0,0.148842592593,17.4252067363,293.966329104,15968.3625095,5.1755078262,2.59723657149,0.0,0.0,0.0,0.0,5886.07242655
1453593600,0.0,0.0,2.49517953964,182.658571102,2470.77198026,0.616323894404,0.645813393556,0.0,0.0,0.0,0.0,1749.91780241
1453766400,0.0,0.0,0.0,263.717330497,13979.5484474,0.0,0.0,0.0,0.0,0.0,0.0,5171.4861324
1453939200,0.0,3091.40567804,0.00215277777778,721.853173795,16597.0376996,0.0,647.289946196,0.0,0.0,0.0,0.0,4205.59728288
1454112000,0.0,3778.29084785,0.667385206493,462.99496319,18211.8956936,8.94675488633,1602.20632287,0.0,0.0,0.0,0.0,3042.6129346
1454284800,0.0,5740.8598816,0.662597432396,283.855669882,6763.9569694,2.10608076181,2424.9885515,0.0,0.0,0.0,0.0,7339.04007623
1454457600,0.0,7203.1036991,2.17955208647,179.713941054,13911.1967683,15.68403141,2381.83800597,0.0,0.0,0.0,0.0,7302.40769363
1454630400,0.0,9346.9218367,1.11234788421,96.8239858993,8550.9064614,3.91105303042,4482.86711215,0.0,0.0,0.0,0.0,6420.90153522
1454803200,0.0,7631.52503292,6.1255151957,137.972646843,10753.7158543,22.1647206215,3887.60564505,0.0,0.0,0.0,0.0,7757.12028553
1454976000,0.0,6552.26956921,6.32755825704,128.557834676,5893.14360513,13.8647842018,5092.80285865,0.0,0.0,0.0,0.0,6845.39206331
1455148800,0.0,1017.6515319,2.03170481732,66.2239474525,4716.77609298,2.95971050484,1935.4057356,0.0977893518519,0.0,0.0,0.0,4626.00238292
1455321600,0.0875409554927,3.38301427342,1.24324551109,128.190420916,1814.08928591,1.72061342593,731.108725514,6.39092013889,0.0,0.0,0.0,9489.38047712
1455494400,6.19610346037,0.108151949407,0.981984953704,62.7578778713,919.794369484,0.0,402.12307229,21.9887205687,0.0,0.0,0.0,10022.83737
1455667200,0.27441737296,0.411675476231,0.79211192136,45.0433194334,19580.5639701,11.584719799,109.355734063,4.84057341281,0.0,0.0,0.0,6800.27308823
1455840000,0.0,0.0,21.0751374902,127.936125494,33388.1653411,91.1912695978,32.5776649307,0.0,0.0,0.0,0.0,4166.3290078
1456012800,0.0,0.754846042109,1.35479494807,102.086082846,38289.403938,54.1198341797,3.18019386709,0.0,0.0,0.0,0.0,2177.65166702
1456185600,197.349257196,0.0,1.01840092878,220.234598097,33570.6196168,36.8631851978,0.881261941615,0.0,0.0,0.0,0.0,7037.93626391
1456358400,42.0998224654,0.0,0.12223730091,192.888456475,40870.2316499,79.4478531233,0.0,0.0,0.0,0.0,2.89351851852e-05,4849.99606369
1456531200,0.0709782093946,0.0,0.0678186377666,416.41092876,35443.7048432,44.0887145517,0.0,0.0,0.0,0.0,0.0,4210.76968466
1456704000,0.0,0.0,5.75077517308,270.506920666,34824.6680229,38.2226451546,0.0,0.0,0.0,0.0,0.0,10890.6885809
1456876800,59.4394849537,0.0,12.6247959383,240.012775016,43791.2805589,83.0858989882,0.0,0.0,0.0,0.0,0.0,4076.70220841
