epoch,DataReconstruction,DataStripping,MCMerge,MCReconstruction,MCSimulation,MCStripping,Merge,Turbo,WGProduction,test,unknown,user
1451520000,0.0,0.0,0.0775462962963,236.760375017,32435.9338335,142.137421576,123.918735055,0.0,0.00457175925926,0.0,0.0,916.20043533
1451692800,0.0,0.0,0.133171296296,518.41727135,43390.1282921,138.869001489,74.4872018394,0.0,0.0,0.0,0.0,153.873430579
1451865600,0.0,0.0,0.155298035691,440.831952148,51083.2414474,204.557610826,47.7544542565,0.0,0.00105902777778,0.0,0.0,993.658836862
1452038400,0.0,0.0,0.119395251346,247.999033644,15227.9210941,166.114298908,30.1454853972,0.0,0.0,0.0,0.0,2043.96667775
1452211200,2.30740740741,0.0,0.191238425926,191.612663679,1070.88479455,5.06777744182,27.5272822126,0.0,0.0,0.0,0.0,1999.78323518
1452384000,0.0,0.0,0.0,50.9023048349,87.4984747484,0.0333847393052,9.48211506152,0.0,0.0,0.0,0.0,3875.80420909
1452556800,0.0,0.0,0.00142361111111,54.4538564512,6256.87909109,1.48699091104,11.0563695741,0.0,0.0,0.0,0.0,3212.38440382
1452729600,0.0,0.0,0.0403935185185,113.153932884,13286.2972989,8.78560746859,7.30981896572,0.0,0.00280671296296,0.0,0.0,6152.94474012
1452902400,0.0,0.0,0.0,328.644066792,18181.5008333,0.0,4.2250742915,0.0,0.0,0.0,0.0,2793.54608841
1453075200,0.0,0.0,1.86148726852,608.255688354,12690.3879567,0.811808507864,4.26025366768,0.0,0.0,0.0294502314815,0.0,3167.85844596
1453248000,0.0,7.40717013889,1.17578765942,373.234999898,17339.6637457,0.437386184302,6.06068391811,0.0,0.0,0.0,0.0,5355.36757508
1453420800,0.0,0.140815972222,16.8786071384,288.896735706,15748.3829386,3.87745881691,2.55772551482,0.0,0.0,0.0,0.0,5576.99270523
1453593600,0.0,0.0,2.43896168365,178.052415918,2451.15518395,0.464839546482,0.615377558942,0.0,0.0,0.0,0.0,1636.24197144
1453766400,0.0,0.0,0.0,255.602910235,13780.1665757,0.0,0.0,0.0,0.0,0.0,0.0,4850.67759999
1453939200,0.0,3012.73085929,0.000856481481481,710.483257119,16355.5264546,0.0,627.602816178,0.0,0.0,0.0,0.0,3941.98523884
1454112000,0.0,3621.46263727,0.652441580134,461.726030395,17901.4511416,8.54747215786,1546.73656956,0.0,0.0,0.0,0.0,2844.81317721
