JobName, Success, Time start, time schedule, Time start Exec, Time End Exec, Tier
Job87,1,653.461503,1000.014744,1211.736260,3147.084559,CNAF
Job26,1,195.738654,1000.013454,1402.276095,4108.261299,CERN
Job114,1,880.898304,1000.016909,2668.155454,4963.259900,GRIDKA
Job52,1,390.436407,1000.013454,1448.926966,5340.692271,CERN
Job4,1,60.547522,1000.012165,1082.387898,7188.957080,RRCKI
Job137,1,1149.294976,2000.020156,2681.089010,11308.739911,IN2P3
Job14,1,103.007675,1000.012165,1053.503217,13398.716691,RRCKI
Job53,1,394.410811,1000.013454,3466.632740,17379.213628,CERN
Job124,1,981.767315,1000.019074,1105.937316,17807.141144,IN2P3
Job90,1,679.234604,1000.014744,1086.937027,17831.879435,CNAF
Job103,1,798.829977,1000.016909,1338.568013,18828.790837,GRIDKA
Job139,1,1157.835376,2000.020156,2894.403040,20813.270126,IN2P3
Job104,1,815.363759,1000.016909,1093.625438,21307.605032,GRIDKA
Job34,1,294.566664,1000.013454,1453.943046,22410.021996,CERN
Job100,1,777.303260,1000.016909,2837.546034,23103.061866,GRIDKA
Job35,1,296.110227,1000.013454,1448.926966,23336.563775,CERN
Job5,1,60.610310,1000.012165,1158.048821,23376.760973,RRCKI
Job25,1,193.924605,1000.013454,1507.184001,23454.109368,CERN
Job126,1,1001.182645,2000.020156,2894.403040,23491.549072,IN2P3
Job120,1,931.469605,1000.019074,1109.717124,23625.515834,IN2P3
Job89,1,668.739151,1000.014744,2827.177340,24057.044433,CNAF
Job107,1,835.119823,1000.016909,1286.240469,24179.995584,GRIDKA
Job142,1,1161.305933,2000.022321,2018.466877,24952.125575,PIC
Job66,1,501.766753,1000.013454,1400.376530,25480.037412,CERN
Job117,1,905.801153,1000.016909,1311.035535,25673.007583,GRIDKA
Job78,1,590.057311,1000.014744,1232.887886,26051.886485,CNAF
Job93,1,708.522432,1000.014744,2808.642471,26115.249746,CNAF
Job69,1,550.590753,1000.014744,2812.592084,26659.340295,CNAF
Job102,1,786.406634,1000.016909,2820.535498,27553.127394,GRIDKA
Job1,1,14.071330,1000.012165,1506.717340,27683.791623,RRCKI
Job105,1,822.653467,1000.016909,2668.155454,28659.491581,GRIDKA
Job95,1,727.385097,1000.016909,2847.969480,28816.382865,GRIDKA
Job20,1,149.821005,1000.013454,3458.980747,30714.728117,CERN
Job133,1,1090.641640,2000.020156,2911.939721,30976.416575,IN2P3
Job97,1,759.874813,1000.016909,2596.707678,31328.563705,GRIDKA
Job61,1,456.217905,1000.013454,3458.980747,31386.024033,CERN
Job98,1,776.031265,1000.016909,2837.546034,32391.285842,GRIDKA
Job17,1,143.144310,1000.013454,3469.869656,32613.536004,CERN
