JobName, Success, Time start, time schedule, Time start Exec, Time End Exec, Tier
Job28,1,145.495614,1000.013454,1336.097005,3810.603978,CERN
Job112,1,507.075071,1000.016909,1196.600220,6811.890744,GRIDKA
Job12,1,43.902044,1000.012165,1080.500942,7320.303543,RRCKI
Job155,1,782.401282,1000.023404,1255.004164,7341.911926,RAL
Job212,1,1081.378794,2000.026651,2043.594313,7447.661679,SARA
Job4,1,19.456275,1000.012165,1079.639405,7502.397704,RRCKI
Job17,1,65.578087,1000.012165,1581.332358,7570.932404,RRCKI
Job126,1,609.335941,1000.019074,2398.510159,7655.109264,IN2P3
Job178,1,902.387015,1000.023404,1806.216816,7850.734064,RAL
Job116,1,540.866320,1000.016909,1151.129137,7879.184227,GRIDKA
Job194,1,970.856404,1000.023404,1141.678500,8390.409674,RAL
Job209,1,1059.608426,2000.026651,2043.536501,8568.557397,SARA
Job102,1,482.643493,1000.016909,1166.947701,8895.675347,GRIDKA
Job138,1,681.041047,1000.019074,1212.356578,8968.063597,IN2P3
Job179,1,903.824976,1000.023404,1215.977708,13860.122717,RAL
Job177,1,889.068699,1000.025569,1637.789963,14783.197224,SARA
Job216,1,1092.585665,8000.031649,8018.337432,14870.785329,RRCKI
Job191,1,951.541457,1000.025569,1079.652809,15906.441441,SARA
Job115,1,528.272275,1000.016909,1192.457224,17289.468901,GRIDKA
Job101,1,479.359194,1000.016909,1091.638826,18213.194911,GRIDKA
Job32,1,165.426408,1000.013454,4516.603261,18748.113201,CERN
Job90,1,419.831306,1000.014744,1367.035438,18841.336722,CNAF
Job85,1,407.940578,1000.014744,1370.703380,19783.064757,CNAF
Job52,1,247.223209,1000.013454,1593.793444,20156.232476,CERN
Job176,1,886.427489,1000.025569,1096.847980,20737.415989,SARA
Job166,1,837.630364,1000.023404,1215.977708,20822.799897,RAL
Job114,1,521.111755,1000.016909,2006.033833,20927.350803,GRIDKA
Job31,1,162.938348,1000.013454,4516.603261,21393.836309,CERN
Job174,1,878.242776,1000.025569,1096.847980,21597.200183,SARA
Job200,1,983.362002,1000.023404,1219.027195,22340.096176,RAL
Job230,1,1165.484502,15000.083289,15199.255066,22434.168243,SARA
Job196,1,975.265191,1000.023404,1830.594896,22470.760346,RAL
Job123,1,584.242442,1000.019074,1263.942090,22549.099329,IN2P3
Job1,1,5.859854,1000.012165,1113.242675,22753.285864,RRCKI
Job98,1,466.479141,1000.016909,2028.236435,22899.407155,GRIDKA
Job82,1,384.464742,1000.016909,1166.947701,22901.146693,GRIDKA
Job65,1,304.966556,1000.013454,4964.717431,23451.774579,CERN
Job19,1,80.996739,1000.014744,1408.712982,24683.307923,CNAF
Job135,1,664.399060,1000.019074,2614.008958,25346.852756,IN2P3
Job172,1,868.001239,1000.023404,3235.647298,25462.206454,RAL
Job29,1,147.168730,1000.013454,4516.603261,26345.158186,CERN
Job224,1,1118.395279,8000.072356,8037.996659,26367.048020,RAL
Job122,1,581.611947,1000.019074,2632.669136,26483.804995,IN2P3
Job240,1,1231.063843,21000.085454,21174.282595,26647.774729,SARA
Job88,1,419.194012,1000.014744,1300.678159,26906.891865,CNAF
Job205,1,1034.455367,2000.026651,2407.263663,27501.742817,SARA
Job198,1,976.888059,1000.023404,1840.371513,27711.947978,RAL
Job160,1,819.238426,1000.023404,1255.004164,28551.578995,RAL
Job207,1,1039.129611,2000.026651,2407.263663,28632.617431,SARA
Job45,1,204.740190,1000.013454,4743.491247,29004.315464,CERN
Job120,1,574.010938,1000.019074,1357.509592,29176.460153,IN2P3
Job72,1,338.169112,1000.014744,2415.909897,29205.195059,CNAF
Job76,1,348.388773,1000.014744,2415.909897,29237.657848,CNAF
Job193,1,956.280463,1000.025569,1624.911210,29275.228386,SARA
Job140,1,684.061042,1000.019074,2614.008958,29349.603211,IN2P3
Job9,1,31.399925,1000.012165,1581.332358,29362.024771,RRCKI
Job40,1,191.230569,1000.013454,4743.491247,29490.179593,CERN
Job150,1,734.996973,1000.021239,1094.245449,30513.451140,PIC
Job33,1,167.642960,1000.013454,4964.717431,30890.506339,CERN
Job5,1,28.326642,1000.013454,4896.746498,31655.810747,CERN
Job127,1,629.334827,1000.019074,1285.501173,31874.050644,IN2P3
Job133,1,661.269270,1000.019074,2509.720628,32333.203090,IN2P3
Job143,1,710.943287,1000.021239,1441.623092,32346.975117,PIC
Job24,1,114.713610,1000.013454,4743.491247,32385.947980,CERN
Job257,1,1319.725138,27000.095595,27012.916801,32858.881100,SARA
Job0,1,2.420877,1000.012165,1581.332358,32912.578579,RRCKI
Job125,1,598.467205,1000.019074,2632.669136,33102.968549,IN2P3
Job259,1,1333.151972,28000.094512,28012.100877,33226.069012,RAL
Job131,1,652.030725,1000.021239,1451.671821,33318.549697,PIC
Job74,1,341.246766,1000.016909,1166.947701,33374.647472,GRIDKA
Job38,1,184.898272,1000.013454,4876.542391,33661.278236,CERN
Job93,1,444.656172,1000.014744,1407.500461,33787.469353,CNAF
Job183,1,921.601230,1000.025569,1654.387491,34471.920134,SARA
Job70,1,331.987913,1000.016909,2006.033833,34858.187040,GRIDKA
Job18,1,76.943588,1000.013454,4539.997238,35087.063529,CERN
Job265,1,1357.632405,30000.042784,30016.423656,35846.813981,RRCKI
Job35,1,180.668047,1000.013454,4263.953439,35904.708652,CERN
Job263,1,1344.747864,30000.014904,30016.394901,36601.163819,CERN
Job80,1,376.870469,1000.014744,2206.756584,36624.299958,CNAF
Job267,1,1359.404004,30000.058219,30442.415740,37513.872847,IN2P3
Job229,1,1139.126658,15000.040309,15221.227188,38134.223244,RRCKI
Job86,1,409.792411,1000.014744,2276.937090,38238.107832,CNAF
Job223,1,1111.043033,8000.072356,8240.216407,38286.580871,RAL
Job121,1,575.489829,1000.019074,2632.669136,38385.658397,IN2P3
Job221,1,1106.072771,8000.080944,8013.353197,38457.180198,SARA
Job136,1,666.802834,1000.019074,1327.917697,38456.427584,IN2P3
Job79,1,355.271583,1000.014744,1407.500461,38599.560487,CNAF
Job108,1,498.395610,1000.016909,1987.373655,38616.673789,GRIDKA
Job225,1,1120.669188,9000.065150,9203.719110,39395.520502,GRIDKA
Job23,1,114.166891,1000.013454,4516.603261,39409.166085,CERN
Job237,1,1223.547618,21000.014075,21018.300581,39443.277616,CERN
Job57,1,264.643579,1000.013454,4902.199014,39447.322023,CERN
Job238,1,1224.195445,21000.068397,21016.449270,39447.547738,GRIDKA
Job60,1,275.563766,1000.013454,4263.953439,40141.364425,CERN
Job27,1,138.163792,1000.013454,4735.735828,40158.342850,CERN
Job39,1,189.624687,1000.013454,4585.011067,41004.001842,CERN
Job118,1,557.718755,1000.019074,1285.501173,41482.764927,IN2P3
Job286,1,1433.892223,35000.081387,35015.125940,41696.393510,GRIDKA
Job227,1,1126.856449,9000.082026,9169.829861,41754.322981,SARA
Job173,1,870.420414,1000.023404,1215.977708,42035.122213,RAL
Job287,1,1435.517618,36000.015939,36019.612755,42379.494616,CERN
Job234,1,1194.920608,19000.015826,19026.057600,42425.396515,CNAF
Job48,1,225.098839,1000.014744,1317.075502,43162.920839,CNAF
Job103,1,484.925020,1000.016909,1234.252342,43854.494196,GRIDKA
Job157,1,802.705244,1000.023404,1201.995107,44683.053159,RAL
Job222,1,1110.850161,9000.053889,9219.379050,45177.894063,IN2P3
Job137,1,667.393061,1000.019074,1322.268326,45317.126958,IN2P3
Job77,1,350.957467,1000.014744,2276.937090,45704.221493,CNAF
Job151,1,760.383021,1000.023404,1215.977708,46394.758470,RAL
Job71,1,335.232877,1000.014744,1306.718010,46474.182245,CNAF
Job50,1,242.264590,1000.013454,1336.097005,46501.377351,CERN
Job64,1,289.452526,1000.013454,4964.717431,46693.910339,CERN
Job215,1,1090.697850,7000.022321,7021.153104,46704.854235,GRIDKA
Job69,1,328.541074,1000.014744,1298.659298,46734.095190,CNAF
Job134,1,663.024655,1000.019074,1357.509592,46920.082450,IN2P3
Job149,1,729.793728,1000.021239,1071.134524,47009.580095,PIC
Job232,1,1169.132551,18000.066232,18207.018069,47074.589300,GRIDKA
Job41,1,192.047106,1000.013454,4585.011067,47575.017695,CERN
Job113,1,513.558319,1000.016909,1166.947701,48125.415251,GRIDKA
Job97,1,464.063291,1000.014744,1407.500461,48380.814731,CNAF
Job269,1,1364.667677,30000.058219,30457.574465,48792.903261,IN2P3
Job128,1,637.636666,1000.019074,1278.893952,50140.098611,IN2P3
Job73,1,341.081364,1000.014744,1370.703380,50310.645436,CNAF
Job201,1,985.644850,1000.023404,1141.678500,50627.653072,RAL
Job231,1,1165.896723,16000.084372,16013.356480,50967.223491,SARA
Job236,1,1199.011616,20000.016909,20018.976462,51121.577627,CNAF
Job319,1,1569.561754,46000.065797,46030.153820,51408.907232,IN2P3
Job94,1,445.084608,1000.014744,1370.703380,51569.352080,CNAF
Job49,1,240.718615,1000.013454,4585.011067,51589.885349,CERN
Job13,1,54.277835,1000.013454,1447.194840,52247.286954,CERN
Job283,1,1411.350299,34000.024486,34175.009099,52920.667360,PIC
Job249,1,1267.209616,23000.093565,23175.078178,53371.078670,SARA
Job246,1,1253.591340,23000.079222,23430.677535,53816.498417,GRIDKA
Job254,1,1302.480351,27000.014697,27012.020186,55102.236533,CERN
Job284,1,1425.106109,34000.096677,34022.291463,55103.887495,RAL
Job332,1,1623.044664,49000.028816,49013.309233,55279.455664,CNAF
Job245,1,1252.807481,23000.079222,23388.591136,55778.883068,GRIDKA
Job278,1,1394.213403,33000.060384,33170.432027,56149.264760,IN2P3
Job281,1,1404.997697,34000.021239,34169.769074,56413.959843,CNAF
Job10,1,36.657492,1000.012165,1000.013247,56943.920110,RRCKI
Job297,1,1495.478227,39000.082470,39026.124243,56985.860698,GRIDKA
Job302,1,1528.750684,40000.016353,40045.146971,58449.040570,CERN
Job253,1,1301.534582,26000.092347,26022.287134,58572.413649,RAL
Job22,1,101.571983,1000.013454,1419.914007,59620.067888,CERN
Job300,1,1503.306434,39000.097759,39021.445460,60063.840394,RAL
Job304,1,1532.920653,40000.016353,40052.976972,60422.599787,CERN
Job289,1,1441.027362,36000.051804,36169.806134,60609.764781,RRCKI
Job350,1,1687.741894,56000.103533,56014.649200,61421.782760,RAL
Job181,1,911.732352,1000.023404,1000.024486,61601.812118,RAL
Job95,1,447.503939,1000.014744,2276.937090,62077.292827,CNAF
Job110,1,503.570224,1000.016909,1000.017991,62291.651633,GRIDKA
Job258,1,1330.930294,27000.093430,27019.691122,62445.929491,RAL
Job312,1,1548.028884,43000.016974,43019.613790,62493.200375,CERN
Job301,1,1517.892675,39000.106419,39264.146383,63281.068132,SARA
Job273,1,1373.483546,32000.059302,32169.807137,63606.677717,IN2P3
Job280,1,1397.389120,33000.104254,33214.783216,64349.089268,SARA
