Task0, 0.06390132394907437
Task1, 0.12780264789814874
Task2, 0.1917039718472231
Task3, 0.2556052957962975
Task4, 0.31950661974537187
Task5, 0.38340794369444625
Task6, 0.44730926764352064
Task7, 22.516315928343964
Task8, 22.58021725229304
Task9, 22.644118576242114
Task10, 22.70801990019119
Task11, 25.766238761578098
Task12, 25.830140085527173
Task13, 29.371487415786163
Task14, 49.91387812160926
Task15, 49.97777944555833
Task16, 50.04168076950741
Task17, 50.10558209345648
Task18, 50.16948341740556
Task19, 50.233384741354634
Task20, 54.7224026805012
Task21, 70.12306743704723
Task22, 70.18696876099631
Task23, 70.25087008494539
Task24, 70.31477140889447
Task25, 78.53030834724781
Task26, 78.5942096711969
Task27, 78.65811099514598
Task28, 78.84981496699322
Task29, 81.21430314594521
Task30, 81.27820446989429
Task31, 89.99541845192236
Task32, 97.45178224947658
Task33, 97.51568357342566
Task34, 97.57958489737474
Task35, 97.64348622132383
Task36, 97.70738754527291
Task37, 97.77128886922199
Task38, 97.83519019317107
Task39, 110.20826025586102
Task40, 110.2721615798101
Task41, 118.76838231860319
Task42, 118.83228364255227
Task43, 118.89618496650135
Task44, 131.24028517955895
Task45, 131.30418650350802
Task46, 131.3680878274571
Task47, 131.43198915140616
Task48, 142.41505577218874
Task49, 165.62161864610948
Task50, 165.68551997005855
Task51, 165.74942129400762
Task52, 165.8133226179567
Task53, 165.87722394190575
Task54, 165.94112526585482
Task55, 166.0050265898039
Task56, 178.1361417441875
Task57, 182.5537095194435
Task58, 182.61761084339255
Task59, 182.68151216734162
Task60, 182.7454134912907
Task61, 182.80931481523976
Task62, 190.43013979300184
Task63, 199.35961707138543
Task64, 205.82679048038872
Task65, 205.8906918043378
Task66, 205.95459312828686
Task67, 206.01849445223593
Task68, 206.082395776185
Task69, 206.14629710013406
Task70, 206.21019842408313
Task71, 217.19187617139085
Task72, 230.48728033921267
Task73, 230.55118166316174
Task74, 230.6150829871108
Task75, 235.5192301692672
Task76, 235.58313149321626
Task77, 236.0807686620807
Task78, 244.8533850892471
Task79, 244.91728641319617
Task80, 244.98118773714523
Task81, 254.2360184263276
Task82, 254.29991975027667
Task83, 264.2372960065838
Task84, 264.3011973305329
Task85, 264.365098654482
Task86, 264.4289999784311
Task87, 264.4929013023802
Task88, 264.5568026263293
Task89, 266.4306411058156
Task90, 277.0223343770163
Task91, 277.0862357009654
Task92, 286.31342541446566
Task93, 286.37732673841475
Task94, 286.44122806236385
Task95, 286.50512938631294
Task96, 286.56903071026204
Task97, 287.21584913176446
Task98, 294.0845933781111
Task99, 301.4962245164868
Task100, 301.5601258404359
Task101, 301.624027164385
Task102, 306.7370648235954
Task103, 307.7737465794309
Task104, 307.83764790338
Task105, 318.3264827579403
Task106, 318.3903840818894
Task107, 321.80716429392845
Task108, 333.23183045861356
Task109, 333.29573178256265
Task110, 333.35963310651175
Task111, 333.42353443046085
Task112, 335.36865075075514
Task113, 343.6843450373182
Task114, 344.43456406609073
Task115, 353.66156735574356
Task116, 360.97334827863347
Task117, 361.03724960258256
Task118, 372.7962062540612
Task119, 372.8601075780103
Task120, 372.9240089019594
Task121, 372.9879102259085
Task122, 373.0518115498576
Task123, 373.1157128738067
Task124, 373.17961419775577
Task125, 391.7333464974062
Task126, 391.7972478213553
Task127, 391.8611491453044
Task128, 397.32020575036586
Task129, 397.38410707431495
Task130, 397.44800839826405
Task131, 397.51190972221315
Task132, 413.64272418207446
Task133, 413.70662550602356
Task134, 413.77052682997265
Task135, 419.1572081452874
Task136, 419.2211094692365
Task137, 420.03167948766173
Task138, 428.4820662081974
Task139, 428.5459675321465
Task140, 428.6098688560956
Task141, 437.04478883973354
Task142, 445.3592633783942
Task143, 445.4231647023433
Task144, 445.4870660262924
Task145, 445.5509673502415
Task146, 445.6148686741906
Task147, 445.67876999813967
Task148, 468.41668436973794
Task149, 468.48058569368703
Task150, 481.4239546838151
Task151, 481.4878560077642
Task152, 481.5517573317133
Task153, 481.6156586556624
Task154, 481.6795599796115
Task155, 481.7434613035606
Task156, 491.20864195647437
Task157, 491.27254328042346
Task158, 491.33644460437256
Task159, 491.40034592832166
Task160, 493.149613924943
Task161, 504.35740075204006
Task162, 512.461437690384
Task163, 512.525339014333
Task164, 512.589240338282
Task165, 512.6531416622311
Task166, 512.7170429861801
Task167, 512.7809443101291
Task168, 523.280485556361
Task169, 523.34438688031
Task170, 528.4028371973417
Task171, 528.4667385212907
Task172, 528.5306398452398
Task173, 528.5945411691888
Task174, 528.6584424931378
Task175, 528.7223438170869
Task176, 540.2933951464656
Task177, 561.2935823976786
Task178, 565.621136765803
Task179, 565.6850380897521
Task180, 565.7489394137011
Task181, 586.469237345451
Task182, 586.5331386694
Task183, 586.5970399933491
Task184, 601.7481482007786
Task185, 601.8120495247276
Task186, 601.8759508486767
Task187, 601.9398521726257
Task188, 602.6081899525499
Task189, 602.6720912764989
Task190, 602.735992600448
Task191, 610.8113692421574
Task192, 610.8752705661065
Task193, 615.591745341705
Task194, 618.053026704575
Task195, 618.1169280285241
Task196, 628.2149189288562
Task197, 630.6910288076506
Task198, 630.7549301315996
Task199, 630.8188314555487
Task200, 633.4241007430145
Task201, 633.4880020669635
Task202, 638.0182474280532
Task203, 648.2164937739425
Task204, 648.7959630249139
Task205, 657.7517678764602
Task206, 657.8156692004093
Task207, 657.8795705243583
Task208, 657.9434718483074
Task209, 658.0073731722564
Task210, 669.5739719824144
Task211, 669.6378733063634
Task212, 673.8303042946748
Task213, 673.8942056186238
Task214, 673.9581069425728
Task215, 674.0220082665219
